system,revPBE0/def2-QZVP/ORCA
S66x8/66-150,-344.1407299537
S66x8/66-200,-344.1400056247
NCIBLIND10/01-A,-232.2422612359
NCIBLIND10/01-B,-40.5190179863
NCIBLIND10/01-1,-272.7552252824
NCIBLIND10/01-2,-272.7602179759
NCIBLIND10/01-3,-272.7614438907
NCIBLIND10/01-4,-272.7613686445
NCIBLIND10/01-5,-272.7613105385
NCIBLIND10/01-6,-272.7612914093
NCIBLIND10/01-7,-272.7612848472
NCIBLIND10/02-A,-232.2435865078
NCIBLIND10/02-B,-76.4314252804
NCIBLIND10/02-1,-308.6600170641
NCIBLIND10/02-2,-308.6750440851
NCIBLIND10/02-3,-308.6772499772
NCIBLIND10/02-4,-308.6770990267
NCIBLIND10/02-5,-308.6766001538
NCIBLIND10/02-6,-308.6761502888
NCIBLIND10/02-7,-308.6755716369
NCIBLIND10/02-8,-308.6753267941
NCIBLIND10/02-9,-308.675207677
NCIBLIND10/03-A,-155.0435899297
NCIBLIND10/03-B,-155.0435156291
NCIBLIND10/03-1,-310.0813712035
NCIBLIND10/03-2,-310.0858804039
NCIBLIND10/03-3,-310.0879443497
NCIBLIND10/03-4,-310.0875479857
NCIBLIND10/03-5,-310.0873095774
NCIBLIND10/03-6,-310.0872157048
NCIBLIND10/03-7,-310.0871766001
NCIBLIND10/04-A,-599.4913316108
NCIBLIND10/04-B,-599.4921475927
NCIBLIND10/04-1,-1198.9737493134
NCIBLIND10/04-2,-1198.9845506286
NCIBLIND10/04-3,-1198.990418125
NCIBLIND10/04-4,-1198.9882206653
NCIBLIND10/04-5,-1198.9863722937
NCIBLIND10/04-6,-1198.9851992087
NCIBLIND10/04-7,-1198.984500328
NCIBLIND10/04-8,-1198.9840986363
NCIBLIND10/05-A,-598.3160219091
NCIBLIND10/05-B,-598.3160931856
NCIBLIND10/05-1,-1196.6421762613
NCIBLIND10/05-2,-1196.6459027205
NCIBLIND10/05-3,-1196.6431154354
NCIBLIND10/05-4,-1196.6388258551
NCIBLIND10/05-5,-1196.6365222133
NCIBLIND10/05-6,-1196.6352074575
NCIBLIND10/06-A,-226.2146888974
NCIBLIND10/06-B,-226.2156370155
NCIBLIND10/06-1,-452.4362523906
NCIBLIND10/06-2,-452.4431055464
NCIBLIND10/06-3,-452.4377939291
NCIBLIND10/06-4,-452.4339510983
NCIBLIND10/06-5,-452.432338951
NCIBLIND10/06-6,-452.4315695467
NCIBLIND10/06-7,-452.4311568924
NCIBLIND10/07-A,-229.0599556953
NCIBLIND10/07-B,-229.0603398052
NCIBLIND10/07-1,-458.1195116778
NCIBLIND10/07-2,-458.1214348499
NCIBLIND10/07-3,-458.1218368273
NCIBLIND10/07-4,-458.1209363432
NCIBLIND10/07-5,-458.1205532163
NCIBLIND10/07-6,-458.1204059991
NCIBLIND10/08-A,-436.7401855632
NCIBLIND10/08-B,-436.7401866001
NCIBLIND10/08-1,-873.4517637338
NCIBLIND10/08-2,-873.4704288838
NCIBLIND10/08-3,-873.4820392079
NCIBLIND10/08-4,-873.4818281792
NCIBLIND10/08-5,-873.4813175748
NCIBLIND10/08-6,-873.48104786
NCIBLIND10/08-7,-873.4809678413
NCIBLIND10/09-A,-245.0119978495
NCIBLIND10/09-B,-245.0119222515
NCIBLIND10/09-1,-490.0165850748
NCIBLIND10/09-2,-490.0255438724
NCIBLIND10/09-3,-490.0278223045
NCIBLIND10/09-4,-490.0261033179
NCIBLIND10/09-5,-490.0251626641
NCIBLIND10/09-6,-490.0246968396
NCIBLIND10/09-7,-490.0244427304
NCIBLIND10/10-A,-76.4315913253
NCIBLIND10/10-B,-76.4317129634
NCIBLIND10/10-1,-152.8481376334
NCIBLIND10/10-2,-152.8663442611
NCIBLIND10/10-3,-152.8697959917
NCIBLIND10/10-4,-152.8693469339
NCIBLIND10/10-5,-152.8681633628
NCIBLIND10/10-6,-152.8664671264
NCIBLIND10/10-7,-152.8653693988
NCIBLIND10/10-8,-152.86468605
NCIBLIND10/10-9,-152.8642636824
NCIBLIND10/10-10,-152.8639960507
NCIBLIND10/10-11,-152.8638198502
NCIBLIND10/10-12,-152.8637006713
NCIBLIND10/10-13,-152.8636172322
NCIBLIND10/10-14,-152.8635560352
NCIBLIND10/10-15,-152.8635094799
NCIBLIND10/10-16,-152.863473676
