system,revPBE38/def2-QZVP/ORCA
S66x8/66-200,-344.1148301842
NCIBLIND10/01-A,-232.2256018865
NCIBLIND10/01-B,-40.51800933
NCIBLIND10/01-1,-272.738219842
NCIBLIND10/01-2,-272.7428251654
NCIBLIND10/01-3,-272.7437940706
NCIBLIND10/01-4,-272.7436956673
NCIBLIND10/01-5,-272.7436403003
NCIBLIND10/01-6,-272.7436232911
NCIBLIND10/01-7,-272.7436169269
NCIBLIND10/02-A,-232.2275383736
NCIBLIND10/02-B,-76.4243157851
NCIBLIND10/02-1,-308.6380062696
NCIBLIND10/02-2,-308.652494561
NCIBLIND10/02-3,-308.6543429853
NCIBLIND10/02-4,-308.6540302791
NCIBLIND10/02-5,-308.6534766939
NCIBLIND10/02-6,-308.6530154656
NCIBLIND10/02-7,-308.6524371852
NCIBLIND10/02-8,-308.6521856233
NCIBLIND10/02-9,-308.6520606099
NCIBLIND10/03-A,-155.0339327615
NCIBLIND10/03-B,-155.0338448088
NCIBLIND10/03-1,-310.0629642579
NCIBLIND10/03-2,-310.067083797
NCIBLIND10/03-3,-310.068649171
NCIBLIND10/03-4,-310.0682126796
NCIBLIND10/03-5,-310.0679838315
NCIBLIND10/03-6,-310.067891637
NCIBLIND10/03-7,-310.0678516773
NCIBLIND10/04-A,-599.4193912927
NCIBLIND10/04-B,-599.4204802955
NCIBLIND10/04-1,-1198.8327097624
NCIBLIND10/04-2,-1198.8427671165
NCIBLIND10/04-3,-1198.8472583267
NCIBLIND10/04-4,-1198.844704168
NCIBLIND10/04-5,-1198.8427943834
NCIBLIND10/04-6,-1198.8416152372
NCIBLIND10/04-7,-1198.8409118399
NCIBLIND10/04-8,-1198.8405033923
NCIBLIND10/05-A,-598.2408451457
NCIBLIND10/05-B,-598.2407959924
NCIBLIND10/05-1,-1196.4928943066
NCIBLIND10/05-2,-1196.4963218315
NCIBLIND10/05-3,-1196.4928340993
NCIBLIND10/05-4,-1196.4884452547
NCIBLIND10/05-5,-1196.4861247635
NCIBLIND10/05-6,-1196.4847949746
NCIBLIND10/06-A,-226.1935628675
NCIBLIND10/06-B,-226.1947356473
NCIBLIND10/06-1,-452.395030248
NCIBLIND10/06-2,-452.4015924121
NCIBLIND10/06-3,-452.395866254
NCIBLIND10/06-4,-452.3919529826
NCIBLIND10/06-5,-452.3903341983
NCIBLIND10/06-6,-452.3895610336
NCIBLIND10/06-7,-452.3891439839
NCIBLIND10/07-A,-229.0383181937
NCIBLIND10/07-B,-229.0388274632
NCIBLIND10/07-1,-458.0771973776
NCIBLIND10/07-2,-458.0788917465
NCIBLIND10/07-3,-458.0787849158
NCIBLIND10/07-4,-458.0778153259
NCIBLIND10/07-5,-458.0774223704
NCIBLIND10/07-6,-458.0772689066
NCIBLIND10/08-A,-436.6932746692
NCIBLIND10/08-B,-436.6932770746
NCIBLIND10/08-1,-873.3604637527
NCIBLIND10/08-2,-873.3782655525
NCIBLIND10/08-3,-873.3884159081
NCIBLIND10/08-4,-873.3880253321
NCIBLIND10/08-5,-873.3875162026
NCIBLIND10/08-6,-873.387247039
NCIBLIND10/08-7,-873.3871988442
NCIBLIND10/09-A,-244.9811171385
NCIBLIND10/09-B,-244.9810313758
NCIBLIND10/09-1,-489.9566536892
NCIBLIND10/09-2,-489.9648817349
NCIBLIND10/09-3,-489.9662355071
NCIBLIND10/09-4,-489.9644060134
NCIBLIND10/09-5,-489.9634445698
NCIBLIND10/09-6,-489.962962896
NCIBLIND10/09-7,-489.9626971276
NCIBLIND10/10-A,-76.4246024389
NCIBLIND10/10-B,-76.4249228809
NCIBLIND10/10-1,-152.8352796673
NCIBLIND10/10-2,-152.8530813497
NCIBLIND10/10-3,-152.8562886412
NCIBLIND10/10-4,-152.8557000148
NCIBLIND10/10-5,-152.8544407083
NCIBLIND10/10-6,-152.8527091345
NCIBLIND10/10-7,-152.8514510322
NCIBLIND10/10-8,-152.8507674468
NCIBLIND10/10-9,-152.8503473619
NCIBLIND10/10-10,-152.850080657
NCIBLIND10/10-11,-152.8499039626
NCIBLIND10/10-12,-152.8497835121
NCIBLIND10/10-13,-152.8496984331
NCIBLIND10/10-14,-152.8496360167
NCIBLIND10/10-15,-152.849588268
NCIBLIND10/10-16,-152.8495515607
