system,cam-QTP-01/def2-QZVP/Turbomole
S66x8/66-150,-343.8912662629
S66x8/66-200,-343.8901192462
NCIBLIND10/01-A,-232.0519039572
NCIBLIND10/01-B,-40.4747540472
NCIBLIND10/01-1,-272.5253363735
NCIBLIND10/01-2,-272.5280067831
NCIBLIND10/01-3,-272.5271152373
NCIBLIND10/01-4,-272.5267520863
NCIBLIND10/01-5,-272.5266889362
NCIBLIND10/01-6,-272.5266719397
NCIBLIND10/01-7,-272.5266650088
NCIBLIND10/02-A,-232.0544343516
NCIBLIND10/02-B,-76.4050911696
NCIBLIND10/02-1,-308.4522897578
NCIBLIND10/02-2,-308.4642635807
NCIBLIND10/02-3,-308.4640020284
NCIBLIND10/02-4,-308.4624503415
NCIBLIND10/02-5,-308.4613731703
NCIBLIND10/02-6,-308.4607391673
NCIBLIND10/02-7,-308.4601216234
NCIBLIND10/02-8,-308.459866911
NCIBLIND10/02-9,-308.4597384535
NCIBLIND10/03-A,-154.9525018366
NCIBLIND10/03-B,-154.9524762541
NCIBLIND10/03-1,-309.9075256463
NCIBLIND10/03-2,-309.9091469348
NCIBLIND10/03-3,-309.9065402003
NCIBLIND10/03-4,-309.9054719094
NCIBLIND10/03-5,-309.9052032224
NCIBLIND10/03-6,-309.9051060782
NCIBLIND10/03-7,-309.9050616936
NCIBLIND10/04-A,-599.243597178
NCIBLIND10/04-B,-599.2449519533
NCIBLIND10/04-1,-1198.4998177466
NCIBLIND10/04-2,-1198.5054738053
NCIBLIND10/04-3,-1198.4999583304
NCIBLIND10/04-4,-1198.49417336
NCIBLIND10/04-5,-1198.4916232214
NCIBLIND10/04-6,-1198.4903468927
NCIBLIND10/04-7,-1198.4896261242
NCIBLIND10/04-8,-1198.489206643
NCIBLIND10/05-A,-598.077461229
NCIBLIND10/05-B,-598.0775678523
NCIBLIND10/05-1,-1196.1745018917
NCIBLIND10/05-2,-1196.1761469613
NCIBLIND10/05-3,-1196.1672531441
NCIBLIND10/05-4,-1196.1619724177
NCIBLIND10/05-5,-1196.159585343
NCIBLIND10/05-6,-1196.1582357894
NCIBLIND10/06-A,-226.0694775199
NCIBLIND10/06-B,-226.0707422884
NCIBLIND10/06-1,-452.1513810147
NCIBLIND10/06-2,-452.1571719092
NCIBLIND10/06-3,-452.1487614507
NCIBLIND10/06-4,-452.1440902874
NCIBLIND10/06-5,-452.142357882
NCIBLIND10/06-6,-452.141546702
NCIBLIND10/06-7,-452.1411080918
NCIBLIND10/07-A,-228.9590050591
NCIBLIND10/07-B,-228.9595048541
NCIBLIND10/07-1,-457.9238657756
NCIBLIND10/07-2,-457.9241944868
NCIBLIND10/07-3,-457.9206453523
NCIBLIND10/07-4,-457.9192327466
NCIBLIND10/07-5,-457.9188101251
NCIBLIND10/07-6,-457.9186464074
NCIBLIND10/08-A,-436.4893896206
NCIBLIND10/08-B,-436.4893896206
NCIBLIND10/08-1,-872.9682421614
NCIBLIND10/08-2,-872.9816392197
NCIBLIND10/08-3,-872.9824303914
NCIBLIND10/08-4,-872.9803531815
NCIBLIND10/08-5,-872.9797611902
NCIBLIND10/08-6,-872.9794912639
NCIBLIND10/08-7,-872.9795118898
NCIBLIND10/09-A,-244.9068982257
NCIBLIND10/09-B,-244.9067995704
NCIBLIND10/09-1,-489.819384193
NCIBLIND10/09-2,-489.8238705041
NCIBLIND10/09-3,-489.8188788537
NCIBLIND10/09-4,-489.8161048711
NCIBLIND10/09-5,-489.8150692436
NCIBLIND10/09-6,-489.8145622037
NCIBLIND10/09-7,-489.8142806559
NCIBLIND10/10-A,-76.4053049825
NCIBLIND10/10-B,-76.4053812032
NCIBLIND10/10-1,-152.8027212084
NCIBLIND10/10-2,-152.8191648435
NCIBLIND10/10-3,-152.8209196402
NCIBLIND10/10-4,-152.8190740969
NCIBLIND10/10-5,-152.8169042657
NCIBLIND10/10-6,-152.8143215026
NCIBLIND10/10-7,-152.8129365591
NCIBLIND10/10-8,-152.8121691222
NCIBLIND10/10-9,-152.8117235448
NCIBLIND10/10-10,-152.811444241
NCIBLIND10/10-11,-152.8112591507
NCIBLIND10/10-12,-152.8111322261
NCIBLIND10/10-13,-152.8110430668
NCIBLIND10/10-14,-152.810976914
NCIBLIND10/10-15,-152.8109269731
NCIBLIND10/10-16,-152.810888462
