system,cam-QTP-02/def2-QZVP/Turbomole
S66x8/66-150,-343.5414480649
S66x8/66-200,-343.5402456508
NCIBLIND10/01-A,-231.8071142301
NCIBLIND10/01-B,-40.4215842959
NCIBLIND10/01-1,-272.2278893783
NCIBLIND10/01-2,-272.2303187109
NCIBLIND10/01-3,-272.2292002606
NCIBLIND10/01-4,-272.2287962887
NCIBLIND10/01-5,-272.2287302517
NCIBLIND10/01-6,-272.2287129097
NCIBLIND10/01-7,-272.2287057831
NCIBLIND10/02-A,-231.8098812532
NCIBLIND10/02-B,-76.3440131229
NCIBLIND10/02-1,-308.1474582204
NCIBLIND10/02-2,-308.1591463076
NCIBLIND10/02-3,-308.1586385289
NCIBLIND10/02-4,-308.1569373551
NCIBLIND10/02-5,-308.1557904684
NCIBLIND10/02-6,-308.1551319238
NCIBLIND10/02-7,-308.1545042139
NCIBLIND10/02-8,-308.1542446123
NCIBLIND10/02-9,-308.1541128849
NCIBLIND10/03-A,-154.802781523
NCIBLIND10/03-B,-154.8027550153
NCIBLIND10/03-1,-309.608903538
NCIBLIND10/03-2,-309.6102510982
NCIBLIND10/03-3,-309.607183052
NCIBLIND10/03-4,-309.6060369619
NCIBLIND10/03-5,-309.6057646529
NCIBLIND10/03-6,-309.6056669464
NCIBLIND10/03-7,-309.6056218302
NCIBLIND10/04-A,-598.7521675885
NCIBLIND10/04-B,-598.7536552874
NCIBLIND10/04-1,-1197.5191702108
NCIBLIND10/04-2,-1197.5243473304
NCIBLIND10/04-3,-1197.5177628942
NCIBLIND10/04-4,-1197.5115844619
NCIBLIND10/04-5,-1197.5089375756
NCIBLIND10/04-6,-1197.5076391948
NCIBLIND10/04-7,-1197.5069113372
NCIBLIND10/04-8,-1197.5064875579
NCIBLIND10/05-A,-597.5934597385
NCIBLIND10/05-B,-597.5935410146
NCIBLIND10/05-1,-1195.2074553478
NCIBLIND10/05-2,-1195.2089014071
NCIBLIND10/05-3,-1195.1994108313
NCIBLIND10/05-4,-1195.1939976384
NCIBLIND10/05-5,-1195.1915919666
NCIBLIND10/05-6,-1195.1902342982
NCIBLIND10/06-A,-225.8534258191
NCIBLIND10/06-B,-225.8547729147
NCIBLIND10/06-1,-451.7199079053
NCIBLIND10/06-2,-451.7255655747
NCIBLIND10/06-3,-451.7168572196
NCIBLIND10/06-4,-451.7120937378
NCIBLIND10/06-5,-451.7103474529
NCIBLIND10/06-6,-451.7095335103
NCIBLIND10/06-7,-451.7090928605
NCIBLIND10/07-A,-228.7635428417
NCIBLIND10/07-B,-228.7640961267
NCIBLIND10/07-1,-457.5336795833
NCIBLIND10/07-2,-457.533850717
NCIBLIND10/07-3,-457.5298706277
NCIBLIND10/07-4,-457.5283825802
NCIBLIND10/07-5,-457.5279497331
NCIBLIND10/07-6,-457.5277818691
NCIBLIND10/08-A,-436.0957230047
NCIBLIND10/08-B,-436.0957230047
NCIBLIND10/08-1,-872.1828035262
NCIBLIND10/08-2,-872.1956509267
NCIBLIND10/08-3,-872.1953677499
NCIBLIND10/08-4,-872.1930599791
NCIBLIND10/08-5,-872.1924472828
NCIBLIND10/08-6,-872.1921729466
NCIBLIND10/08-7,-872.1922099483
NCIBLIND10/09-A,-244.7048627579
NCIBLIND10/09-B,-244.7047537347
NCIBLIND10/09-1,-489.4167637582
NCIBLIND10/09-2,-489.4207666708
NCIBLIND10/09-3,-489.4150011557
NCIBLIND10/09-4,-489.4120760409
NCIBLIND10/09-5,-489.4110176267
NCIBLIND10/09-6,-489.4105006555
NCIBLIND10/09-7,-489.4102128292
NCIBLIND10/10-A,-76.3442659084
NCIBLIND10/10-B,-76.3444015177
NCIBLIND10/10-1,-152.6813904216
NCIBLIND10/10-2,-152.697634568
NCIBLIND10/10-3,-152.6992364948
NCIBLIND10/10-4,-152.6972764589
NCIBLIND10/10-5,-152.6950246878
NCIBLIND10/10-6,-152.6923627867
NCIBLIND10/10-7,-152.6908972455
NCIBLIND10/10-8,-152.6901178951
NCIBLIND10/10-9,-152.6896688911
NCIBLIND10/10-10,-152.689388187
NCIBLIND10/10-11,-152.6892019934
NCIBLIND10/10-12,-152.6890739576
NCIBLIND10/10-13,-152.6889838185
NCIBLIND10/10-14,-152.6889168733
NCIBLIND10/10-15,-152.6888663065
NCIBLIND10/10-16,-152.6888273034
